,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
715,998,33,F,5488,Marié(e),Consulting,Manager,1,80,6,6,5,3,4,2,2,1,3,3,Oui,13 %,Non,1,2,1,1,4,Autre,Y,Frequent,1,2
716,999,41,M,19419,Divorcé(e),Consulting,Directeur Technique,2,80,21,18,16,1,3,5,3,2,4,3,Non,17 %,Non,1,2,1,9,3,Transformation Digitale,Y,Frequent,0,11
717,1001,27,F,2811,Marié(e),Consulting,Consultant,9,80,4,2,2,3,3,1,2,2,3,3,Non,14 %,Non,1,2,1,16,4,Entrepreunariat,Y,Occasionnel,2,2
718,1002,45,M,3633,Marié(e),Consulting,Consultant,1,80,9,9,8,4,3,2,1,3,3,3,Oui,15 %,Non,1,2,1,23,2,Infra & Cloud,Y,Aucun,0,8
719,1003,47,F,4163,Célibataire,Commercial,Cadre Commercial,1,80,9,9,0,4,3,2,4,3,3,3,Oui,17 %,Non,0,0,1,4,2,Infra & Cloud,Y,Occasionnel,0,7
720,1004,30,F,2132,Marié(e),Consulting,Assistant de Direction,4,80,7,5,2,1,3,1,3,2,3,3,Oui,11 %,Oui,0,2,1,22,3,Infra & Cloud,Y,Occasionnel,0,1
721,1005,50,M,13973,Marié(e),Consulting,Tech Lead,3,80,22,12,11,4,3,4,3,4,3,3,Oui,18 %,Non,1,2,1,24,3,Infra & Cloud,Y,Occasionnel,1,5
722,1006,38,M,2684,Marié(e),Consulting,Assistant de Direction,0,80,3,2,1,3,3,1,3,2,2,3,Non,17 %,Non,1,0,1,10,1,Transformation Digitale,Y,Frequent,0,2
723,1007,46,M,10845,Divorcé(e),Consulting,Tech Lead,6,80,13,8,7,4,3,3,3,2,3,3,Non,13 %,Non,1,3,1,7,2,Transformation Digitale,Y,Occasionnel,0,7
724,1009,24,F,4377,Divorcé(e),Consulting,Tech Lead,1,80,5,4,2,4,2,2,3,2,3,3,Non,15 %,Non,2,6,1,17,1,Transformation Digitale,Y,Occasionnel,3,2
725,1010,35,M,3743,Divorcé(e),Consulting,Consultant,1,80,5,4,2,3,2,1,2,4,1,4,Oui,24 %,Oui,1,2,1,14,4,Autre,Y,Occasionnel,0,2
726,1011,31,F,4148,Marié(e),Consulting,Tech Lead,1,80,4,4,3,3,3,2,1,3,3,3,Non,12 %,Non,1,1,1,1,1,Infra & Cloud,Y,Frequent,0,3
727,1012,18,M,1051,Célibataire,Consulting,Assistant de Direction,1,80,0,0,0,2,3,1,4,4,3,3,Non,15 %,Non,0,2,1,5,2,Infra & Cloud,Y,Aucun,0,0
728,1013,54,F,10739,Marié(e),Consulting,Tech Lead,8,80,22,10,7,3,3,3,3,3,3,3,Non,11 %,Non,1,2,1,17,3,Entrepreunariat,Y,Occasionnel,0,8
729,1014,35,F,10388,Divorcé(e),Consulting,Manager,1,80,16,16,10,3,3,3,3,3,2,3,Oui,11 %,Non,1,3,1,25,4,Transformation Digitale,Y,Occasionnel,10,1
730,1015,30,F,11416,Marié(e),Consulting,Directeur Technique,0,80,9,8,7,2,4,3,1,3,2,3,Oui,12 %,Non,3,4,1,8,2,Infra & Cloud,Y,Occasionnel,1,7
731,1016,20,F,2600,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,4,2,1,1,1,3,3,Oui,15 %,Oui,0,2,1,11,3,Transformation Digitale,Y,Occasionnel,0,0
732,1017,30,F,2422,Célibataire,Consulting,Consultant,0,80,4,3,2,2,3,1,2,1,3,3,Non,17 %,Oui,0,3,1,5,3,Transformation Digitale,Y,Frequent,1,2
733,1018,26,M,5472,Marié(e),Consulting,Tech Lead,1,80,8,8,7,4,4,2,4,2,3,3,Non,12 %,Non,0,2,1,2,2,Transformation Digitale,Y,Occasionnel,1,3
734,1019,22,M,2451,Marié(e),Consulting,Consultant,1,80,4,4,3,2,1,1,1,1,2,3,Non,15 %,Non,1,3,1,8,1,Infra & Cloud,Y,Occasionnel,1,1
735,1022,48,M,4240,Célibataire,Consulting,Manager,2,80,19,2,2,1,2,2,3,4,3,3,Non,13 %,Non,0,0,1,6,3,Infra & Cloud,Y,Occasionnel,2,2
736,1024,48,M,10999,Célibataire,Consulting,Manager,7,80,27,15,11,3,2,3,3,2,3,3,Non,14 %,Non,0,3,1,4,4,Infra & Cloud,Y,Occasionnel,4,8
737,1025,41,F,5003,Célibataire,Consulting,Tech Lead,6,80,8,2,2,4,3,2,3,2,3,3,Non,14 %,Non,0,6,1,7,2,Transformation Digitale,Y,Occasionnel,2,1
738,1026,39,F,12742,Marié(e),Consulting,Tech Lead,1,80,21,21,6,4,2,4,4,3,3,3,Non,16 %,Non,1,3,1,1,1,Infra & Cloud,Y,Occasionnel,11,8
739,1027,27,F,4227,Marié(e),Consulting,Tech Lead,0,80,4,3,2,1,3,2,4,2,3,3,Non,18 %,Non,1,2,1,2,4,Infra & Cloud,Y,Occasionnel,2,2
740,1028,35,M,3917,Divorcé(e),Consulting,Consultant,1,80,3,3,2,2,3,1,4,1,2,4,Non,20 %,Non,1,4,1,10,3,Autre,Y,Occasionnel,1,2
741,1029,42,M,18303,Marié(e),Commercial,Senior Manager,6,80,21,1,0,4,3,5,3,2,4,3,Non,13 %,Non,0,3,1,5,2,Marketing,Y,Occasionnel,0,0
742,1030,50,M,2380,Marié(e),Consulting,Consultant,4,80,8,1,0,1,3,1,4,2,3,3,Non,18 %,Non,0,5,1,9,3,Infra & Cloud,Y,Occasionnel,0,0
743,1032,59,F,13726,Célibataire,Consulting,Tech Lead,3,80,30,5,3,3,2,4,4,1,3,3,Oui,13 %,Non,0,4,1,2,3,Infra & Cloud,Y,Occasionnel,4,3
744,1033,37,F,4777,Marié(e),Consulting,Manager,5,80,15,1,0,1,1,2,2,1,1,3,Non,15 %,Oui,0,2,1,11,2,Transformation Digitale,Y,Occasionnel,0,0
745,1034,55,M,6385,Marié(e),Consulting,Manager,3,80,17,8,7,3,3,2,2,4,3,3,Oui,14 %,Non,2,3,1,18,4,Transformation Digitale,Y,Frequent,6,7
746,1035,41,F,19973,Divorcé(e),Consulting,Directeur Technique,1,80,21,21,16,2,1,5,3,2,3,4,Non,22 %,Non,2,3,1,7,1,Infra & Cloud,Y,Aucun,5,10
747,1036,38,M,6861,Célibataire,Commercial,Cadre Commercial,8,80,19,1,0,2,3,2,4,3,3,3,Oui,12 %,Non,0,1,1,3,4,Infra & Cloud,Y,Occasionnel,0,0
748,1037,26,M,4969,Célibataire,Commercial,Cadre Commercial,8,80,7,2,2,2,1,2,1,4,3,3,Non,18 %,Oui,0,6,1,29,2,Transformation Digitale,Y,Aucun,2,2
749,1038,52,F,19845,Marié(e),Commercial,Senior Manager,1,80,33,32,14,1,1,5,4,4,3,3,Non,15 %,Oui,1,3,1,2,1,Marketing,Y,Occasionnel,6,9
750,1039,44,F,13320,Marié(e),Commercial,Cadre Commercial,3,80,23,12,11,4,4,4,4,3,3,3,Oui,18 %,Non,1,2,1,28,3,Transformation Digitale,Y,Occasionnel,11,11
751,1040,50,F,6347,Marié(e),Commercial,Cadre Commercial,0,80,19,18,7,4,3,2,3,1,3,3,Non,12 %,Non,1,3,1,1,3,Infra & Cloud,Y,Aucun,0,13
752,1042,36,F,2743,Célibataire,Consulting,Consultant,1,80,18,17,13,3,4,1,1,3,3,3,Non,16 %,Oui,0,1,1,16,4,Infra & Cloud,Y,Occasionnel,15,14
753,1043,39,F,10880,Célibataire,Consulting,Tech Lead,1,80,21,21,6,4,3,3,1,3,3,3,Oui,13 %,Non,0,2,1,22,3,Transformation Digitale,Y,Frequent,2,8
754,1044,33,F,2342,Célibataire,Commercial,Représentant Commercial,0,80,3,2,2,2,2,1,4,4,2,3,Non,19 %,Non,0,2,1,8,1,Infra & Cloud,Y,Aucun,2,2
755,1045,45,F,17650,Marié(e),Commercial,Senior Manager,3,80,26,9,3,4,3,4,4,2,4,3,Non,13 %,Non,1,4,1,11,2,Infra & Cloud,Y,Occasionnel,1,1
756,1046,32,F,4025,Célibataire,Consulting,Consultant,9,80,10,8,7,4,3,1,3,2,3,3,Non,12 %,Non,0,2,1,29,4,Transformation Digitale,Y,Aucun,7,7
757,1047,34,M,9725,Divorcé(e),Commercial,Cadre Commercial,0,80,16,15,1,2,4,2,4,4,2,3,Non,11 %,Non,1,2,1,1,4,Marketing,Y,Occasionnel,0,9
758,1048,59,M,11904,Marié(e),Commercial,Senior Manager,3,80,14,6,4,2,3,3,4,3,1,3,Oui,14 %,Non,1,1,1,1,2,Entrepreunariat,Y,Occasionnel,0,4
759,1049,45,M,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,6,3,2,3,1,2,1,3,3,Non,16 %,Non,0,3,1,24,4,Transformation Digitale,Y,Occasionnel,0,4
760,1050,53,F,7525,Marié(e),Commercial,Cadre Commercial,2,80,30,15,7,3,2,3,2,1,3,3,Non,12 %,Non,1,2,1,2,3,Marketing,Y,Frequent,6,12
761,1052,36,M,4834,Divorcé(e),Consulting,Consultant,7,80,9,1,0,1,3,2,3,2,2,3,Non,14 %,Oui,1,3,1,15,3,Autre,Y,Occasionnel,0,0
762,1053,26,M,2042,Marié(e),Consulting,Assistant de Direction,6,80,6,3,2,1,3,1,1,2,3,3,Oui,14 %,Oui,1,2,1,2,3,Infra & Cloud,Y,Frequent,1,2
763,1055,34,F,2220,Marié(e),Commercial,Représentant Commercial,1,80,1,1,1,3,3,1,3,4,3,3,Oui,19 %,Non,1,2,1,10,4,Infra & Cloud,Y,Occasionnel,0,0
764,1056,28,M,1052,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,4,3,1,2,2,3,4,Non,22 %,Non,0,5,1,10,1,Transformation Digitale,Y,Occasionnel,0,0
765,1060,38,M,2821,Marié(e),Consulting,Assistant de Direction,3,80,8,2,2,3,3,1,3,1,3,3,Non,16 %,Non,1,2,1,3,4,Autre,Y,Frequent,2,2
766,1061,50,M,19237,Marié(e),Consulting,Directeur Technique,2,80,29,8,1,2,3,5,3,4,2,3,Oui,11 %,Non,1,2,1,2,4,Transformation Digitale,Y,Occasionnel,7,7
767,1062,37,F,4107,Célibataire,Consulting,Manager,3,80,8,4,3,4,3,2,2,1,2,3,Non,15 %,Non,0,3,1,3,3,Autre,Y,Occasionnel,0,1
768,1066,40,M,8396,Marié(e),Commercial,Cadre Commercial,1,80,8,7,7,3,3,2,1,2,2,3,Non,14 %,Non,1,3,1,26,3,Marketing,Y,Occasionnel,7,5
769,1068,26,F,2007,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,1,2,1,3,3,3,3,Non,13 %,Non,2,5,1,1,1,Transformation Digitale,Y,Frequent,1,3
770,1069,46,M,19627,Divorcé(e),Consulting,Directeur Technique,9,80,23,2,2,4,3,5,4,4,3,3,Non,17 %,Non,2,0,1,1,4,Transformation Digitale,Y,Occasionnel,2,2
771,1070,54,F,10686,Marié(e),Commercial,Cadre Commercial,6,80,13,9,4,3,2,3,3,2,3,3,Non,11 %,Non,1,4,1,2,4,Infra & Cloud,Y,Occasionnel,7,0
772,1071,56,F,2942,Marié(e),Consulting,Assistant de Direction,2,80,18,5,4,1,3,1,3,2,3,3,Non,19 %,Non,1,4,1,9,3,Transformation Digitale,Y,Frequent,0,3
773,1073,36,F,8858,Célibataire,Consulting,Tech Lead,0,80,15,14,8,4,2,3,4,2,2,3,Non,11 %,Non,0,2,1,12,5,Transformation Digitale,Y,Occasionnel,7,8
774,1074,55,M,16756,Célibataire,Consulting,Senior Manager,7,80,31,9,7,3,2,4,1,2,4,3,Non,15 %,Non,0,3,1,2,1,Transformation Digitale,Y,Aucun,6,2
775,1076,43,M,10798,Divorcé(e),Commercial,Cadre Commercial,5,80,18,1,0,3,2,3,4,3,3,3,Non,13 %,Non,1,5,1,25,3,Transformation Digitale,Y,Occasionnel,0,0
776,1077,20,F,2323,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,4,3,1,4,2,3,3,Oui,14 %,Oui,0,3,1,9,3,Marketing,Y,Frequent,0,2
777,1079,21,F,1416,Célibataire,Consulting,Consultant,1,80,1,1,0,3,2,1,1,1,2,3,Non,13 %,Oui,0,6,1,10,3,Infra & Cloud,Y,Occasionnel,1,0
778,1080,46,F,4615,Divorcé(e),Consulting,Assistant de Direction,8,80,19,16,13,4,2,2,1,1,3,4,Oui,23 %,Non,3,2,1,8,4,Infra & Cloud,Y,Occasionnel,1,7
779,1081,51,M,2461,Marié(e),Consulting,Assistant de Direction,9,80,18,10,0,1,3,1,3,3,4,3,Oui,12 %,Oui,3,2,1,4,4,Infra & Cloud,Y,Occasionnel,2,7
780,1082,28,M,8722,Célibataire,Consulting,Manager,1,80,10,10,7,2,2,3,1,1,2,3,Non,12 %,Oui,0,2,1,24,2,Entrepreunariat,Y,Aucun,1,9
781,1083,26,M,3955,Marié(e),Consulting,Consultant,1,80,6,5,3,1,2,1,1,1,3,3,Non,16 %,Non,2,2,1,1,2,Transformation Digitale,Y,Occasionnel,1,3
782,1084,30,M,9957,Marié(e),Consulting,Tech Lead,0,80,7,6,2,3,3,2,1,3,2,3,Non,15 %,Non,1,1,1,20,3,Autre,Y,Occasionnel,0,2
783,1085,41,F,3376,Marié(e),Consulting,Assistant de Direction,1,80,10,10,6,2,4,1,3,3,3,3,Non,13 %,Non,0,3,1,7,2,Entrepreunariat,Y,Occasionnel,0,8
784,1088,38,F,8823,Marié(e),Consulting,Manager,0,80,20,19,9,3,2,3,3,1,2,3,Non,18 %,Non,1,4,1,17,1,Infra & Cloud,Y,Occasionnel,1,9
785,1092,40,M,10322,Marié(e),Consulting,Manager,4,80,14,11,10,1,3,3,4,4,3,4,Non,20 %,Non,1,6,1,20,4,Entrepreunariat,Y,Occasionnel,11,1
786,1094,27,M,4621,Marié(e),Consulting,Consultant,1,80,3,3,2,1,1,1,3,4,3,3,Non,19 %,Non,3,4,1,8,5,Infra & Cloud,Y,Aucun,1,2
787,1096,55,M,10976,Marié(e),Consulting,Tech Lead,3,80,23,3,2,4,3,3,2,2,3,3,Non,18 %,Non,1,4,1,2,1,Infra & Cloud,Y,Frequent,1,2
788,1097,28,F,3660,Célibataire,Consulting,Assistant de Direction,3,80,10,8,7,3,3,2,3,4,4,3,Non,13 %,Non,0,4,1,10,3,Autre,Y,Occasionnel,1,7
789,1098,44,M,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,80,24,20,6,2,2,3,1,4,3,3,Non,14 %,Oui,1,1,1,1,2,Transformation Digitale,Y,Occasionnel,3,6
790,1099,33,M,7119,Divorcé(e),Consulting,Manager,4,80,9,3,2,4,2,3,4,3,3,3,Non,15 %,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,1,2
791,1100,35,M,9582,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7,4,3,3,1,1,3,4,Oui,22 %,Oui,0,2,1,4,3,Entrepreunariat,Y,Occasionnel,4,7
792,1101,33,F,4508,Célibataire,Consulting,Assistant de Direction,1,80,14,13,7,1,2,2,3,2,3,4,Non,22 %,Oui,0,4,1,29,4,Transformation Digitale,Y,Frequent,3,8
793,1102,28,M,2207,Divorcé(e),Consulting,Consultant,1,80,4,4,2,1,3,1,3,4,2,3,Non,16 %,Non,1,5,1,15,2,Infra & Cloud,Y,Occasionnel,2,2
794,1103,34,M,7756,Célibataire,Consulting,Manager,0,80,7,6,2,1,3,2,4,3,2,3,Non,17 %,Non,0,1,1,3,1,Infra & Cloud,Y,Frequent,0,4
795,1105,37,F,6694,Divorcé(e),Commercial,Cadre Commercial,2,80,8,1,0,4,2,2,4,3,3,3,Oui,14 %,Non,3,5,1,10,4,Infra & Cloud,Y,Occasionnel,0,0
796,1106,25,M,3691,Marié(e),Consulting,Consultant,1,80,7,7,7,4,3,1,4,2,4,3,Oui,15 %,Oui,1,3,1,4,1,Entrepreunariat,Y,Occasionnel,5,6
797,1107,26,M,2377,Divorcé(e),Consulting,Consultant,1,80,1,1,1,1,3,1,3,3,2,4,Non,20 %,Oui,1,0,1,21,3,Transformation Digitale,Y,Occasionnel,0,0
798,1108,33,M,2313,Célibataire,Consulting,Assistant de Direction,4,80,5,2,2,1,2,1,2,2,3,4,Oui,20 %,Oui,0,0,1,25,3,Transformation Digitale,Y,Occasionnel,2,2
799,1109,42,M,17665,Marié(e),Consulting,Senior Manager,0,80,23,22,6,4,3,4,1,4,3,3,Non,17 %,Non,1,3,1,2,2,Transformation Digitale,Y,Occasionnel,13,7
800,1111,28,M,2596,Divorcé(e),Consulting,Consultant,1,80,1,1,0,1,2,1,2,1,3,3,Non,15 %,Oui,2,2,1,1,3,Transformation Digitale,Y,Frequent,0,0
801,1113,50,M,4728,Célibataire,Commercial,Cadre Commercial,3,80,5,0,0,4,3,2,3,4,3,3,Oui,14 %,Oui,0,4,1,1,4,Autre,Y,Frequent,0,0
802,1114,33,F,4302,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,4,3,2,2,3,3,3,Non,17 %,Non,1,3,1,7,3,Infra & Cloud,Y,Frequent,0,2
803,1115,34,M,2979,Marié(e),Consulting,Assistant de Direction,3,80,6,0,0,3,2,1,4,4,3,3,Non,17 %,Non,3,2,1,3,4,Infra & Cloud,Y,Aucun,0,0
804,1116,48,M,16885,Célibataire,Consulting,Senior Manager,2,80,27,5,4,1,4,4,4,3,2,4,Non,22 %,Non,0,3,1,1,4,Transformation Digitale,Y,Aucun,2,1
805,1117,45,F,5593,Marié(e),Commercial,Cadre Commercial,1,80,15,15,10,2,2,2,3,4,3,3,Non,13 %,Non,1,2,1,9,4,Infra & Cloud,Y,Aucun,4,12
806,1118,52,M,10445,Célibataire,Consulting,Manager,7,80,18,8,6,2,3,3,2,4,3,3,Non,19 %,Non,0,4,1,7,4,Infra & Cloud,Y,Occasionnel,4,0
807,1119,38,M,8740,Divorcé(e),Commercial,Cadre Commercial,0,80,9,8,7,3,2,3,3,2,3,3,Oui,14 %,Non,2,2,1,10,4,Marketing,Y,Occasionnel,2,7
808,1120,29,F,2514,Divorcé(e),Consulting,Assistant de Direction,4,80,11,7,5,3,3,1,4,1,3,4,Non,22 %,Non,1,1,1,28,4,Infra & Cloud,Y,Occasionnel,1,7
809,1121,28,F,7655,Divorcé(e),Consulting,Tech Lead,0,80,10,9,7,4,3,3,2,2,2,3,Non,17 %,Non,3,3,1,3,3,Transformation Digitale,Y,Occasionnel,1,7
810,1124,46,M,17465,Marié(e),Commercial,Senior Manager,3,80,23,12,9,1,3,4,3,4,3,3,Non,12 %,Non,1,3,1,3,1,Marketing,Y,Occasionnel,4,9
811,1125,38,M,7351,Célibataire,Commercial,Cadre Commercial,7,80,10,1,0,4,3,3,2,3,3,3,Non,16 %,Non,0,2,1,2,2,Marketing,Y,Occasionnel,0,0
812,1126,43,F,10820,Marié(e),Consulting,Tech Lead,8,80,18,8,7,3,3,3,1,3,3,3,Non,11 %,Non,1,1,1,27,3,Infra & Cloud,Y,Frequent,0,1
813,1127,39,M,12169,Divorcé(e),Consulting,Manager,7,80,21,18,7,1,3,4,4,4,3,3,Non,11 %,Oui,3,4,1,2,3,Infra & Cloud,Y,Frequent,11,5
814,1128,40,M,19626,Célibataire,Consulting,Directeur Technique,1,80,21,20,7,3,2,5,3,1,4,3,Non,14 %,Non,0,2,1,14,3,Transformation Digitale,Y,Occasionnel,4,9
815,1131,21,F,2070,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,4,2,1,2,3,4,3,Oui,11 %,Non,0,6,1,1,1,Entrepreunariat,Y,Occasionnel,2,2
816,1132,39,M,6782,Célibataire,Consulting,Consultant,9,80,9,5,4,3,3,2,2,3,2,3,Non,15 %,Non,0,2,1,9,3,Infra & Cloud,Y,Aucun,0,3
817,1133,36,M,7779,Célibataire,Consulting,Tech Lead,2,80,18,11,9,1,3,2,4,1,3,4,Non,20 %,Non,0,0,1,18,4,Infra & Cloud,Y,Aucun,0,9
818,1135,31,M,2791,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,3,4,1,4,1,3,3,Non,12 %,Non,1,4,1,20,3,Infra & Cloud,Y,Frequent,2,2
819,1136,28,M,3201,Marié(e),Consulting,Assistant de Direction,0,80,6,5,3,1,2,1,2,1,1,3,Non,17 %,Non,0,2,1,2,1,Infra & Cloud,Y,Occasionnel,0,4
820,1137,35,M,4968,Divorcé(e),Commercial,Cadre Commercial,1,80,5,5,2,4,3,2,4,4,3,3,Non,11 %,Non,1,3,1,11,2,Marketing,Y,Frequent,0,2
821,1138,49,M,13120,Marié(e),Commercial,Cadre Commercial,6,80,22,9,8,4,2,4,2,2,3,3,Non,17 %,Non,1,3,1,8,4,Entrepreunariat,Y,Occasionnel,2,3
822,1140,34,M,4033,Célibataire,Consulting,Tech Lead,2,80,5,3,2,4,3,2,3,4,2,3,Non,11 %,Non,0,3,1,2,2,Infra & Cloud,Y,Frequent,0,2
823,1143,29,F,3291,Divorcé(e),Consulting,Assistant de Direction,0,80,8,7,5,4,3,1,2,4,2,3,Non,14 %,Non,2,2,1,10,3,Infra & Cloud,Y,Frequent,1,1
824,1148,42,M,4272,Célibataire,Consulting,Consultant,4,80,16,1,0,2,1,2,4,1,3,3,Non,19 %,Non,0,3,1,29,3,Transformation Digitale,Y,Occasionnel,0,0
825,1150,29,M,5056,Marié(e),Consulting,Tech Lead,1,80,10,10,7,2,2,2,4,3,2,3,Oui,15 %,Non,1,2,1,8,1,Transformation Digitale,Y,Occasionnel,1,2
826,1152,38,M,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,80,7,7,6,3,4,1,3,4,4,3,Non,13 %,Non,1,2,1,1,3,Ressources Humaines,Y,Occasionnel,5,0
827,1154,28,M,2703,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,1,3,2,1,3,4,3,3,Oui,14 %,Non,1,2,1,6,3,Infra & Cloud,Y,Frequent,0,2
828,1156,18,M,1904,Célibataire,Consulting,Consultant,1,80,0,0,0,3,3,1,3,4,3,3,Non,12 %,Oui,0,0,1,8,1,Transformation Digitale,Y,Aucun,0,0
829,1157,33,F,8224,Célibataire,Commercial,Cadre Commercial,0,80,6,5,2,1,3,2,1,1,3,3,Oui,17 %,Oui,0,3,1,9,4,Marketing,Y,Occasionnel,0,3
830,1158,41,M,4766,Marié(e),Consulting,Consultant,3,80,6,1,0,2,3,1,4,1,3,3,Oui,11 %,Non,1,4,1,12,4,Infra & Cloud,Y,Occasionnel,0,0
831,1160,31,M,2610,Marié(e),Consulting,Consultant,1,80,2,2,2,3,3,1,3,3,2,3,Non,12 %,Oui,1,5,1,15,3,Transformation Digitale,Y,Frequent,2,2
832,1161,37,F,5731,Divorcé(e),Consulting,Manager,7,80,9,6,2,3,2,2,4,3,3,3,Non,13 %,Non,2,2,1,25,2,Transformation Digitale,Y,Occasionnel,1,3
833,1162,27,M,2539,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,4,2,1,3,3,3,3,Non,13 %,Non,1,0,1,6,3,Infra & Cloud,Y,Occasionnel,2,2
834,1163,34,F,5714,Marié(e),Commercial,Cadre Commercial,1,80,6,6,5,2,3,2,3,1,2,4,Non,20 %,Non,0,3,1,9,1,Infra & Cloud,Y,Occasionnel,1,3
835,1164,35,M,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,80,6,5,4,3,3,1,3,2,1,3,Non,17 %,Non,0,2,1,8,4,Entrepreunariat,Y,Occasionnel,1,4
836,1165,29,F,7336,Marié(e),Commercial,Cadre Commercial,1,80,11,11,8,4,2,3,1,1,1,3,Non,13 %,Oui,1,3,1,23,1,Infra & Cloud,Y,Occasionnel,3,10
837,1166,40,F,13499,Célibataire,Consulting,Directeur Technique,9,80,20,18,7,2,3,3,3,3,2,3,Non,17 %,Non,0,3,1,9,4,Transformation Digitale,Y,Frequent,2,13
838,1167,42,M,13758,Célibataire,Commercial,Cadre Commercial,0,80,22,21,9,3,3,4,1,2,2,3,Oui,12 %,Oui,0,2,1,12,3,Infra & Cloud,Y,Frequent,13,14
839,1171,42,M,5155,Célibataire,Commercial,Cadre Commercial,7,80,9,6,4,2,3,2,1,4,4,3,Non,13 %,Non,0,3,1,4,4,Marketing,Y,Occasionnel,1,5
840,1172,35,M,2258,Marié(e),Consulting,Consultant,6,80,10,8,0,4,2,1,3,2,3,3,Non,12 %,Non,1,2,1,1,4,Transformation Digitale,Y,Occasionnel,1,7
841,1173,24,M,3597,Célibataire,Consulting,Consultant,8,80,6,4,3,4,3,1,2,4,3,4,Non,22 %,Non,0,2,1,24,3,Transformation Digitale,Y,Occasionnel,1,2
842,1175,28,F,2515,Marié(e),Consulting,Consultant,1,80,1,1,1,3,3,1,4,4,2,3,Oui,11 %,Oui,0,4,1,12,1,Infra & Cloud,Y,Occasionnel,0,0
843,1177,26,M,4420,Marié(e),Consulting,Consultant,1,80,8,8,7,1,4,1,4,2,3,4,Non,22 %,Non,1,2,1,3,4,Transformation Digitale,Y,Occasionnel,0,7
844,1179,30,M,6578,Marié(e),Commercial,Cadre Commercial,1,80,10,10,3,3,2,2,3,1,3,3,Non,18 %,Non,1,3,1,10,3,Marketing,Y,Occasionnel,1,4
845,1180,40,F,4422,Marié(e),Consulting,Assistant de Direction,3,80,16,1,1,3,2,2,4,4,1,3,Oui,13 %,Non,1,3,1,26,2,Transformation Digitale,Y,Frequent,0,0
846,1182,35,M,10274,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7,3,2,3,2,2,4,3,Non,18 %,Non,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,6,4
847,1184,34,M,5343,Célibataire,Consulting,Manager,0,80,14,13,9,4,2,2,1,3,3,4,Non,20 %,Non,0,3,1,1,3,Transformation Digitale,Y,Frequent,4,9
848,1185,35,M,2376,Marié(e),Consulting,Consultant,1,80,2,2,2,4,2,1,4,2,4,3,Non,13 %,Non,1,2,1,4,4,Autre,Y,Frequent,2,2
849,1188,43,F,5346,Célibataire,Commercial,Cadre Commercial,8,80,7,4,3,1,1,2,3,2,2,3,Non,13 %,Oui,0,2,1,9,3,Marketing,Y,Occasionnel,1,3
850,1190,32,F,2827,Divorcé(e),Commercial,Représentant Commercial,1,80,1,1,0,3,3,1,1,3,3,3,Non,12 %,Non,3,3,1,2,1,Infra & Cloud,Y,Aucun,0,0
851,1191,56,F,19943,Divorcé(e),Consulting,Senior Manager,4,80,28,5,2,4,3,5,1,4,3,3,Non,13 %,Non,1,2,1,4,4,Entrepreunariat,Y,Occasionnel,4,2
852,1192,29,F,3131,Marié(e),Consulting,Consultant,1,80,10,10,8,2,3,1,4,1,3,3,Non,13 %,Non,1,5,1,6,1,Transformation Digitale,Y,Occasionnel,0,8
853,1193,19,M,2552,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,3,3,1,1,3,3,4,Non,25 %,Non,0,4,1,9,2,Infra & Cloud,Y,Occasionnel,0,0
854,1195,45,F,4477,Marié(e),Consulting,Assistant de Direction,4,80,7,3,2,1,3,1,3,3,2,3,Oui,19 %,Non,1,2,1,7,3,Transformation Digitale,Y,Occasionnel,0,2
855,1196,37,F,6474,Marié(e),Consulting,Tech Lead,1,80,14,14,8,4,2,2,4,2,2,3,Non,13 %,Non,1,2,1,1,3,Infra & Cloud,Y,Occasionnel,3,11
