,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
722,1006,38,1,2684,Marié(e),Consulting,Assistant de Direction,0,3,2,1,3,3,1,3,2,2,3,0,0.17,0,1,0,1,10,1,Transformation Digitale,0,Frequent,0,2
723,1007,46,1,10845,Divorcé(e),Consulting,Tech Lead,6,13,8,7,4,3,3,3,2,3,3,0,0.13,0,1,3,1,7,2,Transformation Digitale,0,Occasionnel,0,7
724,1009,24,0,4377,Divorcé(e),Consulting,Tech Lead,1,5,4,2,4,2,2,3,2,3,3,0,0.15,0,2,6,1,17,1,Transformation Digitale,0,Occasionnel,3,2
725,1010,35,1,3743,Divorcé(e),Consulting,Consultant,1,5,4,2,3,2,1,2,4,1,4,1,0.24,1,1,2,1,14,4,Autre,0,Occasionnel,0,2
726,1011,31,0,4148,Marié(e),Consulting,Tech Lead,1,4,4,3,3,3,2,1,3,3,3,0,0.12,0,1,1,1,1,1,Infra & Cloud,0,Frequent,0,3
727,1012,18,1,1051,Célibataire,Consulting,Assistant de Direction,1,0,0,0,2,3,1,4,4,3,3,0,0.15,0,0,2,1,5,2,Infra & Cloud,0,Aucun,0,0
728,1013,54,0,10739,Marié(e),Consulting,Tech Lead,8,22,10,7,3,3,3,3,3,3,3,0,0.11,0,1,2,1,17,3,Entrepreunariat,0,Occasionnel,0,8
729,1014,35,0,10388,Divorcé(e),Consulting,Manager,1,16,16,10,3,3,3,3,3,2,3,1,0.11,0,1,3,1,25,4,Transformation Digitale,0,Occasionnel,10,1
730,1015,30,0,11416,Marié(e),Consulting,Directeur Technique,0,9,8,7,2,4,3,1,3,2,3,1,0.12,0,3,4,1,8,2,Infra & Cloud,0,Occasionnel,1,7
731,1016,20,0,2600,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,1,1,1,3,3,1,0.15,1,0,2,1,11,3,Transformation Digitale,0,Occasionnel,0,0
732,1017,30,0,2422,Célibataire,Consulting,Consultant,0,4,3,2,2,3,1,2,1,3,3,0,0.17,1,0,3,1,5,3,Transformation Digitale,0,Frequent,1,2
733,1018,26,1,5472,Marié(e),Consulting,Tech Lead,1,8,8,7,4,4,2,4,2,3,3,0,0.12,0,0,2,1,2,2,Transformation Digitale,0,Occasionnel,1,3
734,1019,22,1,2451,Marié(e),Consulting,Consultant,1,4,4,3,2,1,1,1,1,2,3,0,0.15,0,1,3,1,8,1,Infra & Cloud,0,Occasionnel,1,1
735,1022,48,1,4240,Célibataire,Consulting,Manager,2,19,2,2,1,2,2,3,4,3,3,0,0.13,0,0,0,1,6,3,Infra & Cloud,0,Occasionnel,2,2
736,1024,48,1,10999,Célibataire,Consulting,Manager,7,27,15,11,3,2,3,3,2,3,3,0,0.14,0,0,3,1,4,4,Infra & Cloud,0,Occasionnel,4,8
737,1025,41,0,5003,Célibataire,Consulting,Tech Lead,6,8,2,2,4,3,2,3,2,3,3,0,0.14,0,0,6,1,7,2,Transformation Digitale,0,Occasionnel,2,1
738,1026,39,0,12742,Marié(e),Consulting,Tech Lead,1,21,21,6,4,2,4,4,3,3,3,0,0.16,0,1,3,1,1,1,Infra & Cloud,0,Occasionnel,11,8
739,1027,27,0,4227,Marié(e),Consulting,Tech Lead,0,4,3,2,1,3,2,4,2,3,3,0,0.18,0,1,2,1,2,4,Infra & Cloud,0,Occasionnel,2,2
740,1028,35,1,3917,Divorcé(e),Consulting,Consultant,1,3,3,2,2,3,1,4,1,2,4,0,0.2,0,1,4,1,10,3,Autre,0,Occasionnel,1,2
741,1029,42,1,18303,Marié(e),Commercial,Senior Manager,6,21,1,0,4,3,5,3,2,4,3,0,0.13,0,0,3,1,5,2,Marketing,0,Occasionnel,0,0
742,1030,50,1,2380,Marié(e),Consulting,Consultant,4,8,1,0,1,3,1,4,2,3,3,0,0.18,0,0,5,1,9,3,Infra & Cloud,0,Occasionnel,0,0
743,1032,59,0,13726,Célibataire,Consulting,Tech Lead,3,30,5,3,3,2,4,4,1,3,3,1,0.13,0,0,4,1,2,3,Infra & Cloud,0,Occasionnel,4,3
744,1033,37,0,4777,Marié(e),Consulting,Manager,5,15,1,0,1,1,2,2,1,1,3,0,0.15,1,0,2,1,11,2,Transformation Digitale,0,Occasionnel,0,0
745,1034,55,1,6385,Marié(e),Consulting,Manager,3,17,8,7,3,3,2,2,4,3,3,1,0.14,0,2,3,1,18,4,Transformation Digitale,0,Frequent,6,7
746,1035,41,0,19973,Divorcé(e),Consulting,Directeur Technique,1,21,21,16,2,1,5,3,2,3,4,0,0.22,0,2,3,1,7,1,Infra & Cloud,0,Aucun,5,10
747,1036,38,1,6861,Célibataire,Commercial,Cadre Commercial,8,19,1,0,2,3,2,4,3,3,3,1,0.12,0,0,1,1,3,4,Infra & Cloud,0,Occasionnel,0,0
748,1037,26,1,4969,Célibataire,Commercial,Cadre Commercial,8,7,2,2,2,1,2,1,4,3,3,0,0.18,1,0,6,1,29,2,Transformation Digitale,0,Aucun,2,2
749,1038,52,0,19845,Marié(e),Commercial,Senior Manager,1,33,32,14,1,1,5,4,4,3,3,0,0.15,1,1,3,1,2,1,Marketing,0,Occasionnel,6,9
750,1039,44,0,13320,Marié(e),Commercial,Cadre Commercial,3,23,12,11,4,4,4,4,3,3,3,1,0.18,0,1,2,1,28,3,Transformation Digitale,0,Occasionnel,11,11
751,1040,50,0,6347,Marié(e),Commercial,Cadre Commercial,0,19,18,7,4,3,2,3,1,3,3,0,0.12,0,1,3,1,1,3,Infra & Cloud,0,Aucun,0,13
752,1042,36,0,2743,Célibataire,Consulting,Consultant,1,18,17,13,3,4,1,1,3,3,3,0,0.16,1,0,1,1,16,4,Infra & Cloud,0,Occasionnel,15,14
753,1043,39,0,10880,Célibataire,Consulting,Tech Lead,1,21,21,6,4,3,3,1,3,3,3,1,0.13,0,0,2,1,22,3,Transformation Digitale,0,Frequent,2,8
754,1044,33,0,2342,Célibataire,Commercial,Représentant Commercial,0,3,2,2,2,2,1,4,4,2,3,0,0.19,0,0,2,1,8,1,Infra & Cloud,0,Aucun,2,2
755,1045,45,0,17650,Marié(e),Commercial,Senior Manager,3,26,9,3,4,3,4,4,2,4,3,0,0.13,0,1,4,1,11,2,Infra & Cloud,0,Occasionnel,1,1
756,1046,32,0,4025,Célibataire,Consulting,Consultant,9,10,8,7,4,3,1,3,2,3,3,0,0.12,0,0,2,1,29,4,Transformation Digitale,0,Aucun,7,7
757,1047,34,1,9725,Divorcé(e),Commercial,Cadre Commercial,0,16,15,1,2,4,2,4,4,2,3,0,0.11,0,1,2,1,1,4,Marketing,0,Occasionnel,0,9
758,1048,59,1,11904,Marié(e),Commercial,Senior Manager,3,14,6,4,2,3,3,4,3,1,3,1,0.14,0,1,1,1,1,2,Entrepreunariat,0,Occasionnel,0,4
759,1049,45,1,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,6,3,2,3,1,2,1,3,3,0,0.16,0,0,3,1,24,4,Transformation Digitale,0,Occasionnel,0,4
760,1050,53,0,7525,Marié(e),Commercial,Cadre Commercial,2,30,15,7,3,2,3,2,1,3,3,0,0.12,0,1,2,1,2,3,Marketing,0,Frequent,6,12
761,1052,36,1,4834,Divorcé(e),Consulting,Consultant,7,9,1,0,1,3,2,3,2,2,3,0,0.14,1,1,3,1,15,3,Autre,0,Occasionnel,0,0
762,1053,26,1,2042,Marié(e),Consulting,Assistant de Direction,6,6,3,2,1,3,1,1,2,3,3,1,0.14,1,1,2,1,2,3,Infra & Cloud,0,Frequent,1,2
763,1055,34,0,2220,Marié(e),Commercial,Représentant Commercial,1,1,1,1,3,3,1,3,4,3,3,1,0.19,0,1,2,1,10,4,Infra & Cloud,0,Occasionnel,0,0
764,1056,28,1,1052,Marié(e),Commercial,Représentant Commercial,1,1,1,0,4,3,1,2,2,3,4,0,0.22,0,0,5,1,10,1,Transformation Digitale,0,Occasionnel,0,0
765,1060,38,1,2821,Marié(e),Consulting,Assistant de Direction,3,8,2,2,3,3,1,3,1,3,3,0,0.16,0,1,2,1,3,4,Autre,0,Frequent,2,2
766,1061,50,1,19237,Marié(e),Consulting,Directeur Technique,2,29,8,1,2,3,5,3,4,2,3,1,0.11,0,1,2,1,2,4,Transformation Digitale,0,Occasionnel,7,7
767,1062,37,0,4107,Célibataire,Consulting,Manager,3,8,4,3,4,3,2,2,1,2,3,0,0.15,0,0,3,1,3,3,Autre,0,Occasionnel,0,1
768,1066,40,1,8396,Marié(e),Commercial,Cadre Commercial,1,8,7,7,3,3,2,1,2,2,3,0,0.14,0,1,3,1,26,3,Marketing,0,Occasionnel,7,5
769,1068,26,0,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,5,3,1,2,1,3,3,3,3,0,0.13,0,2,5,1,1,1,Transformation Digitale,0,Frequent,1,3
770,1069,46,1,19627,Divorcé(e),Consulting,Directeur Technique,9,23,2,2,4,3,5,4,4,3,3,0,0.17,0,2,0,1,1,4,Transformation Digitale,0,Occasionnel,2,2
771,1070,54,0,10686,Marié(e),Commercial,Cadre Commercial,6,13,9,4,3,2,3,3,2,3,3,0,0.11,0,1,4,1,2,4,Infra & Cloud,0,Occasionnel,7,0
772,1071,56,0,2942,Marié(e),Consulting,Assistant de Direction,2,18,5,4,1,3,1,3,2,3,3,0,0.19,0,1,4,1,9,3,Transformation Digitale,0,Frequent,0,3
773,1073,36,0,8858,Célibataire,Consulting,Tech Lead,0,15,14,8,4,2,3,4,2,2,3,0,0.11,0,0,2,1,12,5,Transformation Digitale,0,Occasionnel,7,8
774,1074,55,1,16756,Célibataire,Consulting,Senior Manager,7,31,9,7,3,2,4,1,2,4,3,0,0.15,0,0,3,1,2,1,Transformation Digitale,0,Aucun,6,2
775,1076,43,1,10798,Divorcé(e),Commercial,Cadre Commercial,5,18,1,0,3,2,3,4,3,3,3,0,0.13,0,1,5,1,25,3,Transformation Digitale,0,Occasionnel,0,0
776,1077,20,0,2323,Célibataire,Commercial,Représentant Commercial,1,2,2,2,4,3,1,4,2,3,3,1,0.14,1,0,3,1,9,3,Marketing,0,Frequent,0,2
777,1079,21,0,1416,Célibataire,Consulting,Consultant,1,1,1,0,3,2,1,1,1,2,3,0,0.13,1,0,6,1,10,3,Infra & Cloud,0,Occasionnel,1,0
778,1080,46,0,4615,Divorcé(e),Consulting,Assistant de Direction,8,19,16,13,4,2,2,1,1,3,4,1,0.23,0,3,2,1,8,4,Infra & Cloud,0,Occasionnel,1,7
779,1081,51,1,2461,Marié(e),Consulting,Assistant de Direction,9,18,10,0,1,3,1,3,3,4,3,1,0.12,1,3,2,1,4,4,Infra & Cloud,0,Occasionnel,2,7
780,1082,28,1,8722,Célibataire,Consulting,Manager,1,10,10,7,2,2,3,1,1,2,3,0,0.12,1,0,2,1,24,2,Entrepreunariat,0,Aucun,1,9
781,1083,26,1,3955,Marié(e),Consulting,Consultant,1,6,5,3,1,2,1,1,1,3,3,0,0.16,0,2,2,1,1,2,Transformation Digitale,0,Occasionnel,1,3
782,1084,30,1,9957,Marié(e),Consulting,Tech Lead,0,7,6,2,3,3,2,1,3,2,3,0,0.15,0,1,1,1,20,3,Autre,0,Occasionnel,0,2
783,1085,41,0,3376,Marié(e),Consulting,Assistant de Direction,1,10,10,6,2,4,1,3,3,3,3,0,0.13,0,0,3,1,7,2,Entrepreunariat,0,Occasionnel,0,8
784,1088,38,0,8823,Marié(e),Consulting,Manager,0,20,19,9,3,2,3,3,1,2,3,0,0.18,0,1,4,1,17,1,Infra & Cloud,0,Occasionnel,1,9
785,1092,40,1,10322,Marié(e),Consulting,Manager,4,14,11,10,1,3,3,4,4,3,4,0,0.2,0,1,6,1,20,4,Entrepreunariat,0,Occasionnel,11,1
786,1094,27,1,4621,Marié(e),Consulting,Consultant,1,3,3,2,1,1,1,3,4,3,3,0,0.19,0,3,4,1,8,5,Infra & Cloud,0,Aucun,1,2
787,1096,55,1,10976,Marié(e),Consulting,Tech Lead,3,23,3,2,4,3,3,2,2,3,3,0,0.18,0,1,4,1,2,1,Infra & Cloud,0,Frequent,1,2
788,1097,28,0,3660,Célibataire,Consulting,Assistant de Direction,3,10,8,7,3,3,2,3,4,4,3,0,0.13,0,0,4,1,10,3,Autre,0,Occasionnel,1,7
789,1098,44,1,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,24,20,6,2,2,3,1,4,3,3,0,0.14,1,1,1,1,1,2,Transformation Digitale,0,Occasionnel,3,6
790,1099,33,1,7119,Divorcé(e),Consulting,Manager,4,9,3,2,4,2,3,4,3,3,3,0,0.15,0,1,2,1,5,3,Infra & Cloud,0,Occasionnel,1,2
791,1100,35,1,9582,Célibataire,Commercial,Cadre Commercial,0,9,8,7,4,3,3,1,1,3,4,1,0.22,1,0,2,1,4,3,Entrepreunariat,0,Occasionnel,4,7
792,1101,33,0,4508,Célibataire,Consulting,Assistant de Direction,1,14,13,7,1,2,2,3,2,3,4,0,0.22,1,0,4,1,29,4,Transformation Digitale,0,Frequent,3,8
793,1102,28,1,2207,Divorcé(e),Consulting,Consultant,1,4,4,2,1,3,1,3,4,2,3,0,0.16,0,1,5,1,15,2,Infra & Cloud,0,Occasionnel,2,2
794,1103,34,1,7756,Célibataire,Consulting,Manager,0,7,6,2,1,3,2,4,3,2,3,0,0.17,0,0,1,1,3,1,Infra & Cloud,0,Frequent,0,4
795,1105,37,0,6694,Divorcé(e),Commercial,Cadre Commercial,2,8,1,0,4,2,2,4,3,3,3,1,0.14,0,3,5,1,10,4,Infra & Cloud,0,Occasionnel,0,0
796,1106,25,1,3691,Marié(e),Consulting,Consultant,1,7,7,7,4,3,1,4,2,4,3,1,0.15,1,1,3,1,4,1,Entrepreunariat,0,Occasionnel,5,6
797,1107,26,1,2377,Divorcé(e),Consulting,Consultant,1,1,1,1,1,3,1,3,3,2,4,0,0.2,1,1,0,1,21,3,Transformation Digitale,0,Occasionnel,0,0
798,1108,33,1,2313,Célibataire,Consulting,Assistant de Direction,4,5,2,2,1,2,1,2,2,3,4,1,0.2,1,0,0,1,25,3,Transformation Digitale,0,Occasionnel,2,2
799,1109,42,1,17665,Marié(e),Consulting,Senior Manager,0,23,22,6,4,3,4,1,4,3,3,0,0.17,0,1,3,1,2,2,Transformation Digitale,0,Occasionnel,13,7
800,1111,28,1,2596,Divorcé(e),Consulting,Consultant,1,1,1,0,1,2,1,2,1,3,3,0,0.15,1,2,2,1,1,3,Transformation Digitale,0,Frequent,0,0
801,1113,50,1,4728,Célibataire,Commercial,Cadre Commercial,3,5,0,0,4,3,2,3,4,3,3,1,0.14,1,0,4,1,1,4,Autre,0,Frequent,0,0
802,1114,33,0,4302,Marié(e),Commercial,Cadre Commercial,0,4,3,2,4,3,2,2,3,3,3,0,0.17,0,1,3,1,7,3,Infra & Cloud,0,Frequent,0,2
803,1115,34,1,2979,Marié(e),Consulting,Assistant de Direction,3,6,0,0,3,2,1,4,4,3,3,0,0.17,0,3,2,1,3,4,Infra & Cloud,0,Aucun,0,0
804,1116,48,1,16885,Célibataire,Consulting,Senior Manager,2,27,5,4,1,4,4,4,3,2,4,0,0.22,0,0,3,1,1,4,Transformation Digitale,0,Aucun,2,1
805,1117,45,0,5593,Marié(e),Commercial,Cadre Commercial,1,15,15,10,2,2,2,3,4,3,3,0,0.13,0,1,2,1,9,4,Infra & Cloud,0,Aucun,4,12
806,1118,52,1,10445,Célibataire,Consulting,Manager,7,18,8,6,2,3,3,2,4,3,3,0,0.19,0,0,4,1,7,4,Infra & Cloud,0,Occasionnel,4,0
807,1119,38,1,8740,Divorcé(e),Commercial,Cadre Commercial,0,9,8,7,3,2,3,3,2,3,3,1,0.14,0,2,2,1,10,4,Marketing,0,Occasionnel,2,7
808,1120,29,0,2514,Divorcé(e),Consulting,Assistant de Direction,4,11,7,5,3,3,1,4,1,3,4,0,0.22,0,1,1,1,28,4,Infra & Cloud,0,Occasionnel,1,7
809,1121,28,0,7655,Divorcé(e),Consulting,Tech Lead,0,10,9,7,4,3,3,2,2,2,3,0,0.17,0,3,3,1,3,3,Transformation Digitale,0,Occasionnel,1,7
810,1124,46,1,17465,Marié(e),Commercial,Senior Manager,3,23,12,9,1,3,4,3,4,3,3,0,0.12,0,1,3,1,3,1,Marketing,0,Occasionnel,4,9
811,1125,38,1,7351,Célibataire,Commercial,Cadre Commercial,7,10,1,0,4,3,3,2,3,3,3,0,0.16,0,0,2,1,2,2,Marketing,0,Occasionnel,0,0
812,1126,43,0,10820,Marié(e),Consulting,Tech Lead,8,18,8,7,3,3,3,1,3,3,3,0,0.11,0,1,1,1,27,3,Infra & Cloud,0,Frequent,0,1
813,1127,39,1,12169,Divorcé(e),Consulting,Manager,7,21,18,7,1,3,4,4,4,3,3,0,0.11,1,3,4,1,2,3,Infra & Cloud,0,Frequent,11,5
814,1128,40,1,19626,Célibataire,Consulting,Directeur Technique,1,21,20,7,3,2,5,3,1,4,3,0,0.14,0,0,2,1,14,3,Transformation Digitale,0,Occasionnel,4,9
815,1131,21,0,2070,Célibataire,Consulting,Assistant de Direction,1,2,2,2,4,2,1,2,3,4,3,1,0.11,0,0,6,1,1,1,Entrepreunariat,0,Occasionnel,2,2
816,1132,39,1,6782,Célibataire,Consulting,Consultant,9,9,5,4,3,3,2,2,3,2,3,0,0.15,0,0,2,1,9,3,Infra & Cloud,0,Aucun,0,3
817,1133,36,1,7779,Célibataire,Consulting,Tech Lead,2,18,11,9,1,3,2,4,1,3,4,0,0.2,0,0,0,1,18,4,Infra & Cloud,0,Aucun,0,9
818,1135,31,1,2791,Marié(e),Commercial,Représentant Commercial,0,3,2,2,3,4,1,4,1,3,3,0,0.12,0,1,4,1,20,3,Infra & Cloud,0,Frequent,2,2
819,1136,28,1,3201,Marié(e),Consulting,Assistant de Direction,0,6,5,3,1,2,1,2,1,1,3,0,0.17,0,0,2,1,2,1,Infra & Cloud,0,Occasionnel,0,4
820,1137,35,1,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,2,4,4,3,3,0,0.11,0,1,3,1,11,2,Marketing,0,Frequent,0,2
821,1138,49,1,13120,Marié(e),Commercial,Cadre Commercial,6,22,9,8,4,2,4,2,2,3,3,0,0.17,0,1,3,1,8,4,Entrepreunariat,0,Occasionnel,2,3
822,1140,34,1,4033,Célibataire,Consulting,Tech Lead,2,5,3,2,4,3,2,3,4,2,3,0,0.11,0,0,3,1,2,2,Infra & Cloud,0,Frequent,0,2
823,1143,29,0,3291,Divorcé(e),Consulting,Assistant de Direction,0,8,7,5,4,3,1,2,4,2,3,0,0.14,0,2,2,1,10,3,Infra & Cloud,0,Frequent,1,1
824,1148,42,1,4272,Célibataire,Consulting,Consultant,4,16,1,0,2,1,2,4,1,3,3,0,0.19,0,0,3,1,29,3,Transformation Digitale,0,Occasionnel,0,0
825,1150,29,1,5056,Marié(e),Consulting,Tech Lead,1,10,10,7,2,2,2,4,3,2,3,1,0.15,0,1,2,1,8,1,Transformation Digitale,0,Occasionnel,1,2
826,1152,38,1,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,7,6,3,4,1,3,4,4,3,0,0.13,0,1,2,1,1,3,Ressources Humaines,0,Occasionnel,5,0
827,1154,28,1,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,3,1,3,2,1,3,4,3,3,1,0.14,0,1,2,1,6,3,Infra & Cloud,0,Frequent,0,2
828,1156,18,1,1904,Célibataire,Consulting,Consultant,1,0,0,0,3,3,1,3,4,3,3,0,0.12,1,0,0,1,8,1,Transformation Digitale,0,Aucun,0,0
829,1157,33,0,8224,Célibataire,Commercial,Cadre Commercial,0,6,5,2,1,3,2,1,1,3,3,1,0.17,1,0,3,1,9,4,Marketing,0,Occasionnel,0,3
830,1158,41,1,4766,Marié(e),Consulting,Consultant,3,6,1,0,2,3,1,4,1,3,3,1,0.11,0,1,4,1,12,4,Infra & Cloud,0,Occasionnel,0,0
831,1160,31,1,2610,Marié(e),Consulting,Consultant,1,2,2,2,3,3,1,3,3,2,3,0,0.12,1,1,5,1,15,3,Transformation Digitale,0,Frequent,2,2
832,1161,37,0,5731,Divorcé(e),Consulting,Manager,7,9,6,2,3,2,2,4,3,3,3,0,0.13,0,2,2,1,25,2,Transformation Digitale,0,Occasionnel,1,3
833,1162,27,1,2539,Marié(e),Consulting,Assistant de Direction,1,4,4,2,4,2,1,3,3,3,3,0,0.13,0,1,0,1,6,3,Infra & Cloud,0,Occasionnel,2,2
834,1163,34,0,5714,Marié(e),Commercial,Cadre Commercial,1,6,6,5,2,3,2,3,1,2,4,0,0.2,0,0,3,1,9,1,Infra & Cloud,0,Occasionnel,1,3
835,1164,35,1,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,6,5,4,3,3,1,3,2,1,3,0,0.17,0,0,2,1,8,4,Entrepreunariat,0,Occasionnel,1,4
836,1165,29,0,7336,Marié(e),Commercial,Cadre Commercial,1,11,11,8,4,2,3,1,1,1,3,0,0.13,1,1,3,1,23,1,Infra & Cloud,0,Occasionnel,3,10
837,1166,40,0,13499,Célibataire,Consulting,Directeur Technique,9,20,18,7,2,3,3,3,3,2,3,0,0.17,0,0,3,1,9,4,Transformation Digitale,0,Frequent,2,13
838,1167,42,1,13758,Célibataire,Commercial,Cadre Commercial,0,22,21,9,3,3,4,1,2,2,3,1,0.12,1,0,2,1,12,3,Infra & Cloud,0,Frequent,13,14
839,1171,42,1,5155,Célibataire,Commercial,Cadre Commercial,7,9,6,4,2,3,2,1,4,4,3,0,0.13,0,0,3,1,4,4,Marketing,0,Occasionnel,1,5
840,1172,35,1,2258,Marié(e),Consulting,Consultant,6,10,8,0,4,2,1,3,2,3,3,0,0.12,0,1,2,1,1,4,Transformation Digitale,0,Occasionnel,1,7
841,1173,24,1,3597,Célibataire,Consulting,Consultant,8,6,4,3,4,3,1,2,4,3,4,0,0.22,0,0,2,1,24,3,Transformation Digitale,0,Occasionnel,1,2
842,1175,28,0,2515,Marié(e),Consulting,Consultant,1,1,1,1,3,3,1,4,4,2,3,1,0.11,1,0,4,1,12,1,Infra & Cloud,0,Occasionnel,0,0
843,1177,26,1,4420,Marié(e),Consulting,Consultant,1,8,8,7,1,4,1,4,2,3,4,0,0.22,0,1,2,1,3,4,Transformation Digitale,0,Occasionnel,0,7
844,1179,30,1,6578,Marié(e),Commercial,Cadre Commercial,1,10,10,3,3,2,2,3,1,3,3,0,0.18,0,1,3,1,10,3,Marketing,0,Occasionnel,1,4
845,1180,40,0,4422,Marié(e),Consulting,Assistant de Direction,3,16,1,1,3,2,2,4,4,1,3,1,0.13,0,1,3,1,26,2,Transformation Digitale,0,Frequent,0,0
846,1182,35,1,10274,Divorcé(e),Consulting,Tech Lead,2,15,7,7,3,2,3,2,2,4,3,0,0.18,0,1,2,1,2,3,Infra & Cloud,0,Occasionnel,6,4
847,1184,34,1,5343,Célibataire,Consulting,Manager,0,14,13,9,4,2,2,1,3,3,4,0,0.2,0,0,3,1,1,3,Transformation Digitale,0,Frequent,4,9
848,1185,35,1,2376,Marié(e),Consulting,Consultant,1,2,2,2,4,2,1,4,2,4,3,0,0.13,0,1,2,1,4,4,Autre,0,Frequent,2,2
849,1188,43,0,5346,Célibataire,Commercial,Cadre Commercial,8,7,4,3,1,1,2,3,2,2,3,0,0.13,1,0,2,1,9,3,Marketing,0,Occasionnel,1,3
850,1190,32,0,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,1,0,3,3,1,1,3,3,3,0,0.12,0,3,3,1,2,1,Infra & Cloud,0,Aucun,0,0
851,1191,56,0,19943,Divorcé(e),Consulting,Senior Manager,4,28,5,2,4,3,5,1,4,3,3,0,0.13,0,1,2,1,4,4,Entrepreunariat,0,Occasionnel,4,2
852,1192,29,0,3131,Marié(e),Consulting,Consultant,1,10,10,8,2,3,1,4,1,3,3,0,0.13,0,1,5,1,6,1,Transformation Digitale,0,Occasionnel,0,8
853,1193,19,1,2552,Célibataire,Consulting,Assistant de Direction,1,1,1,1,3,3,1,1,3,3,4,0,0.25,0,0,4,1,9,2,Infra & Cloud,0,Occasionnel,0,0
854,1195,45,0,4477,Marié(e),Consulting,Assistant de Direction,4,7,3,2,1,3,1,3,3,2,3,1,0.19,0,1,2,1,7,3,Transformation Digitale,0,Occasionnel,0,2
855,1196,37,0,6474,Marié(e),Consulting,Tech Lead,1,14,14,8,4,2,2,4,2,2,3,0,0.13,0,1,2,1,1,3,Infra & Cloud,0,Occasionnel,3,11
856,1198,20,1,3033,Célibataire,Consulting,Consultant,1,2,2,2,1,2,1,3,1,2,3,0,0.12,0,0,2,1,3,3,Infra & Cloud,0,Occasionnel,1,2
857,1200,44,1,2936,Célibataire,Consulting,Assistant de Direction,1,6,6,4,3,3,1,3,3,3,3,1,0.11,1,0,4,1,10,4,Infra & Cloud,0,Occasionnel,0,2
858,1201,53,0,18606,Divorcé(e),Consulting,Senior Manager,3,26,7,7,4,3,5,3,2,3,3,0,0.18,0,1,6,1,7,2,Transformation Digitale,0,Occasionnel,4,7
859,1202,29,0,2168,Marié(e),Consulting,Assistant de Direction,0,6,5,4,2,1,1,4,1,2,3,1,0.18,0,1,2,1,15,1,Infra & Cloud,0,Occasionnel,1,3
860,1203,22,1,2853,Marié(e),Consulting,Assistant de Direction,0,1,0,0,3,2,1,4,2,3,3,1,0.11,1,1,5,1,3,4,Infra & Cloud,0,Frequent,0,0
861,1204,46,0,17048,Marié(e),Commercial,Senior Manager,8,28,26,15,3,3,4,1,1,3,4,0,0.23,0,0,2,1,2,3,Marketing,0,Occasionnel,15,9
862,1206,44,1,2290,Célibataire,Consulting,Assistant de Direction,2,6,0,0,4,1,1,3,4,3,3,0,0.13,0,0,3,1,17,3,Infra & Cloud,0,Aucun,0,0
863,1207,33,1,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,5,4,2,3,1,3,4,3,3,0,0.13,0,1,2,1,2,3,Ressources Humaines,0,Occasionnel,1,4
864,1210,41,1,2107,Divorcé(e),Consulting,Assistant de Direction,6,5,1,0,1,2,1,1,1,1,3,0,0.17,1,1,2,1,5,2,Infra & Cloud,0,Aucun,0,0
865,1211,30,1,4115,Divorcé(e),Commercial,Cadre Commercial,8,8,4,3,3,3,2,1,3,3,3,0,0.19,0,3,3,1,29,4,Infra & Cloud,0,Occasionnel,0,3
866,1212,40,1,4327,Marié(e),Commercial,Cadre Commercial,5,5,0,0,2,3,2,2,4,3,3,0,0.12,0,3,2,1,2,4,Transformation Digitale,0,Frequent,0,0
867,1215,50,0,17856,Marié(e),Consulting,Senior Manager,2,32,2,2,4,3,4,1,3,3,4,0,0.22,0,1,3,1,2,3,Transformation Digitale,0,Frequent,2,2
868,1216,28,1,3196,Marié(e),Consulting,Consultant,1,6,6,5,4,2,1,1,3,3,3,0,0.12,0,3,2,1,19,4,Transformation Digitale,0,Occasionnel,3,3
869,1217,46,1,19081,Marié(e),Consulting,Directeur Technique,5,25,4,2,4,3,5,2,1,3,3,0,0.11,0,1,2,1,15,2,Infra & Cloud,0,Occasionnel,0,3
870,1218,35,1,8966,Marié(e),Commercial,Cadre Commercial,3,15,7,7,3,3,2,1,4,3,3,1,0.15,0,3,2,1,17,4,Infra & Cloud,0,Occasionnel,1,7
